대분류코드,대분류코드명,중분류코드,중분류코드명,소분류코드,소분류코드명
EG,원자력,EG09,원자력시설 건설·운영·해체,EG0904,계속운전기술
EG,원자력,EG09,원자력시설 건설·운영·해체,EG0905,제작기술
EG,원자력,EG09,원자력시설 건설·운영·해체,EG0906,품질보증기술
EG,원자력,EG09,원자력시설 건설·운영·해체,EG0907,환경영향평가 및 부지안전성 조사/평가기술
EG,원자력,EG09,원자력시설 건설·운영·해체,EG0999,달리 분류되지 않는 원자력시설 건설·운영·해체
EG,원자력,EG10,핵융합,EG1001,핵융합 노심기술
EG,원자력,EG10,핵융합,EG1002,핵융합로 통합설계기술
EG,원자력,EG10,핵융합,EG1003,동력변환 계통기술
EG,원자력,EG10,핵융합,EG1004,핵융합 부품소재기술
EG,원자력,EG10,핵융합,EG1005,핵융합로 핵심기기 기술
EG,원자력,EG10,핵융합,EG1006,연료주기기술
EG,원자력,EG10,핵융합,EG1007,안전성/환경영향평가기술
EG,원자력,EG10,핵융합,EG1008,운영 및 유지/보수 기술
EG,원자력,EG10,핵융합,EG1099,달리 분류되지 않는 핵융합
EG,원자력,EG99,기타 원자력,EG9999,달리 분류되지 않는 원자력
EH,환경,EH01,대기질 관리,EH0101,대기오염 방지기술
EH,환경,EH01,대기질 관리,EH0102,미세먼지오염 개선기술
EH,환경,EH01,대기질 관리,EH0103,오존/스모그오염 개선기술
EH,환경,EH01,대기질 관리,EH0104,실내/유해대기오염물질 관리기술
EH,환경,EH01,대기질 관리,EH0199,달리 분류되지 않는 대기질관리
EH,환경,EH02,물관리,EH0201,수질오염 방지기술
EH,환경,EH02,물관리,EH0202,정수장 효율향상/고도처리기술
EH,환경,EH02,물관리,EH0203,관망 최적 관리기술
EH,환경,EH02,물관리,EH0204,양질의 상수원수 확보/유지관리기술
EH,환경,EH02,물관리,EH0205,하/폐수 고도처리/핵심요소기술
EH,환경,EH02,물관리,EH0206,친환경 방류수 처리/관리기술
EH,환경,EH02,물관리,EH0299,달리 분류되지 않는 물관리
EH,환경,EH03,토양/지하수 복원/관리,EH0301,사전예방기술
EH,환경,EH03,토양/지하수 복원/관리,EH0302,오염조사기술
EH,환경,EH03,토양/지하수 복원/관리,EH0303,오염정화기술
EH,환경,EH03,토양/지하수 복원/관리,EH0304,사후관리기술
EH,환경,EH03,토양/지하수 복원/관리,EH0399,달리 분류되지 않는 토양/지하수복원/관리
EH,환경,EH04,생태계 복원/관리,EH0401,훼손된 자연생태계 복원기술
EH,환경,EH04,생태계 복원/관리,EH0402,생태환경 이용/관리기술
EH,환경,EH04,생태계 복원/관리,EH0499,달리 분류되지 않는 생태계 복원/관리
EH,환경,EH05,소음/진동관리,EH0501,소음/진동 배출특성 및 음질평가 관리기술
EH,환경,EH05,소음/진동관리,EH0502,소음/진동 방지/저감기술
EH,환경,EH05,소음/진동관리,EH0503,차음/방진성능 향상기술
EH,환경,EH05,소음/진동관리,EH0599,달리 분류되지 않는 소음/진동관리
EH,환경,EH06,해양환경,EH0601,해양오염방지기술
EH,환경,EH06,해양환경,EH0602,해양환경보전기술
EH,환경,EH06,해양환경,EH0603,해양생태계관리기술
EH,환경,EH06,해양환경,EH0604,해양위해성평가기술
EH,환경,EH06,해양환경,EH0605,기후변화대응기술
EH,환경,EH06,해양환경,EH0699,달리 분류되지 않는 해양환경
EH,환경,EH07,폐기물 관리/자원순환,EH0701,폐기물 감량/관리기술
EH,환경,EH07,폐기물 관리/자원순환,EH0702,폐기물 자원화기술
EH,환경,EH07,폐기물 관리/자원순환,EH0703,유해폐기물 처리/처분기술
EH,환경,EH07,폐기물 관리/자원순환,EH0799,달리 분류되지 않는 폐기물 관리/자원순환
EH,환경,EH08,위해성평가/관리,EH0801,위해성 관리/요소기술
EH,환경,EH08,위해성평가/관리,EH0802,인체 위해성 평가기술
EH,환경,EH08,위해성평가/관리,EH0803,생태 위해성 평가기술
EH,환경,EH08,위해성평가/관리,EH0899,달리 분류되지 않는 위해성 평가/관리
EH,환경,EH09,환경보건,EH0901,환경보건 모니터링기술
EH,환경,EH09,환경보건,EH0902,환경독성 평가기술
EH,환경,EH09,환경보건,EH0903,노출평가기술
EH,환경,EH09,환경보건,EH0904,환경유해물질 관련 건강영향평가
EH,환경,EH09,환경보건,EH0905,환경역학 관련기술
EH,환경,EH09,환경보건,EH0906,환경보건관리 인프라기술
EH,환경,EH09,환경보건,EH0907,기후변화 환경보건 대응기술
EH,환경,EH09,환경보건,EH0908,미래환경보건 문제예측/대응기술
EH,환경,EH09,환경보건,EH0999,달리 분류되지 않는 환경보건
EH,환경,EH10,환경예측/감시/평가,EH1001,국제환경협약/예측/평가기술
EH,환경,EH10,환경예측/감시/평가,EH1002,환경경영/정보화기술
EH,환경,EH10,환경예측/감시/평가,EH1003,환경재해 예측/저감기술
EH,환경,EH10,환경예측/감시/평가,EH1099,달리 분류되지 않는 환경예측/감시/평가
EH,환경,EH11,친환경 소재/제품,EH1101,환경오염 유발물질 대체물질(소재) 개발
EH,환경,EH11,친환경 소재/제품,EH1102,오염물질 제거효율향상 소재/제품 개발
EH,환경,EH11,친환경 소재/제품,EH1199,달리 분류되지 않는 친환경 소재/제품
EH,환경,EH12,친환경 공정,EH1201,배출량 저감 최적화기술
EH,환경,EH12,친환경 공정,EH1202,유해물질 제거/유용물질회수 공정기술
EH,환경,EH12,친환경 공정,EH1299,달리 분류되지 않는 친환경 공정
EH,환경,EH13,측정분석장비/장치,EH1301,고정밀 센서기술
EH,환경,EH13,측정분석장비/장치,EH1302,측정분석 장비기술
EH,환경,EH13,측정분석장비/장치,EH1303,원격 모니터링 기술
EH,환경,EH13,측정분석장비/장치,EH1399,달리 분류되지 않는 측정분석장비/장치
EH,환경,EH14,청정생산/설비,EH1401,청정생산 공정설계
EH,환경,EH14,청정생산/설비,EH1402,공정개선기술
EH,환경,EH14,청정생산/설비,EH1403,공정/생산관리기술
EH,환경,EH14,청정생산/설비,EH1404,유해 원부재료 대체기술
EH,환경,EH14,청정생산/설비,EH1405,환경친화적 제품설계기술
EH,환경,EH14,청정생산/설비,EH1406,환경친화제품 제조기술
EH,환경,EH14,청정생산/설비,EH1407,환경설비기술
EH,환경,EH14,청정생산/설비,EH1408,환경산업 부품소재기술
EH,환경,EH14,청정생산/설비,EH1499,달리 분류되지 않는 청정생산/설비
EH,환경,EH15,작업환경기술,EH1501,작업환경 관리기술
EH,환경,EH15,작업환경기술,EH1502,작업환경 유해요인 측정기술
EH,환경,EH15,작업환경기술,EH1503,작업환경 유해요인 위해성평가기술
EH,환경,EH15,작업환경기술,EH1504,산업독성학
EH,환경,EH15,작업환경기술,EH1505,산업인간공학
EH,환경,EH15,작업환경기술,EH1599,달리 분류되지 않는 작업환경기술
EH,환경,EH99,기타 환경,EH9999,달리 분류되지 않는 환경
EI,건설/교통,EI01,국토정책/계획,EI0101,국토정책
EI,건설/교통,EI01,국토정책/계획,EI0102,국토계획
EI,건설/교통,EI01,국토정책/계획,EI0103,교통계획
EI,건설/교통,EI01,국토정책/계획,EI0104,도시계획
EI,건설/교통,EI01,국토정책/계획,EI0199,달리 분류되지 않는 국토정책/계획
EI,건설/교통,EI02,국토공간개발기술,EI0201,국토지능화/공간정보
EI,건설/교통,EI02,국토공간개발기술,EI0202,지능형 생태도시
EI,건설/교통,EI02,국토공간개발기술,EI0203,대공간 지상건축물
EI,건설/교통,EI02,국토공간개발기술,EI0204,지하대공간
EI,건설/교통,EI02,국토공간개발기술,EI0205,해저공간
EI,건설/교통,EI02,국토공간개발기술,EI0206,인공섬/준설 매립기술
EI,건설/교통,EI02,국토공간개발기술,EI0207,경관관리
EI,건설/교통,EI02,국토공간개발기술,EI0299,달리 분류되지 않는 국토공간개발기술
EI,건설/교통,EI03,시설물 설계/해석기술,EI0301,설계 표준화기술
EI,건설/교통,EI03,시설물 설계/해석기술,EI0302,설계 정보화기술
EI,건설/교통,EI03,시설물 설계/해석기술,EI0303,도로
EI,건설/교통,EI03,시설물 설계/해석기술,EI0304,교량
EI,건설/교통,EI03,시설물 설계/해석기술,EI0305,플랜트
EI,건설/교통,EI03,시설물 설계/해석기술,EI0306,지반구조/터널
EI,건설/교통,EI03,시설물 설계/해석기술,EI0307,건축
EI,건설/교통,EI03,시설물 설계/해석기술,EI0308,철도
EI,건설/교통,EI03,시설물 설계/해석기술,EI0309,항만
EI,건설/교통,EI03,시설물 설계/해석기술,EI0399,달리 분류되지 않는 시설물 설계/해석기술
EI,건설/교통,EI04,건설시공/재료,EI0401,토목시공기술
EI,건설/교통,EI04,건설시공/재료,EI0402,건축시공기술
EI,건설/교통,EI04,건설시공/재료,EI0403,플랜트시공기술
EI,건설/교통,EI04,건설시공/재료,EI0404,건설시공관리기술
EI,건설/교통,EI04,건설시공/재료,EI0405,시공 자동화기술
EI,건설/교통,EI04,건설시공/재료,EI0406,건설구조재료
EI,건설/교통,EI04,건설시공/재료,EI0407,건설마감재료
EI,건설/교통,EI04,건설시공/재료,EI0408,친환경/재생건설재료
EI,건설/교통,EI04,건설시공/재료,EI0409,생애주기가치평가
EI,건설/교통,EI04,건설시공/재료,EI0410,극한 시공기술
EI,건설/교통,EI04,건설시공/재료,EI0411,건설안전 관리기술
EI,건설/교통,EI04,건설시공/재료,EI0499,달리 분류되지 않는 건설시공/재료
EI,건설/교통,EI05,도로교통기술,EI0501,교통환경 조사/분석기술
EI,건설/교통,EI05,도로교통기술,EI0502,자동차기반기술
EI,건설/교통,EI05,도로교통기술,EI0503,교통시설기반기술
EI,건설/교통,EI05,도로교통기술,EI0504,교통운영관리기술
EI,건설/교통,EI05,도로교통기술,EI0505,교통안전기술
EI,건설/교통,EI05,도로교통기술,EI0506,교통환경 개선기술
EI,건설/교통,EI05,도로교통기술,EI0599,달리 분류되지 않는 도로교통기술
EI,건설/교통,EI06,철도교통기술,EI0601,철도시스템 엔지니어링
EI,건설/교통,EI06,철도교통기술,EI0602,궤도토목기술
EI,건설/교통,EI06,철도교통기술,EI0603,전철/전력기술
EI,건설/교통,EI06,철도교통기술,EI0604,철도신호통신기술
EI,건설/교통,EI06,철도교통기술,EI0605,철도시스템 안전방재
EI,건설/교통,EI06,철도교통기술,EI0606,철도시스템 유지관리기술
EI,건설/교통,EI06,철도교통기술,EI0607,철도역사 시설물/역무 자동화기술
EI,건설/교통,EI06,철도교통기술,EI0608,철도차량기술
EI,건설/교통,EI06,철도교통기술,EI0699,달리 분류되지 않는 철도교통기술
EI,건설/교통,EI07,항공교통기술,EI0701,항공안전기술
EI,건설/교통,EI07,항공교통기술,EI0702,항공기 운영기술
EI,건설/교통,EI07,항공교통기술,EI0703,공항시스템 기술
EI,건설/교통,EI07,항공교통기술,EI0704,항행시스템 기술
EI,건설/교통,EI07,항공교통기술,EI0799,달리 분류되지 않는 항공교통기술
EI,건설/교통,EI08,해양교통기술,EI0801,선박운항 안전기술
EI,건설/교통,EI08,해양교통기술,EI0802,해상교통 관제기술
EI,건설/교통,EI08,해양교통기술,EI0803,인적안전기술
EI,건설/교통,EI08,해양교통기술,EI0804,항만/항로 설계기술
EI,건설/교통,EI08,해양교통기술,EI0805,해양안전 방재기술
EI,건설/교통,EI08,해양교통기술,EI0899,달리 분류되지 않는 해양교통기술
EI,건설/교통,EI09,수공시스템기술,EI0901,수리/수문 조사/해석기술
EI,건설/교통,EI09,수공시스템기술,EI0902,수자원계획기술
EI,건설/교통,EI09,수공시스템기술,EI0903,수자원 통합관리기술
EI,건설/교통,EI09,수공시스템기술,EI0904,해안/항만/해양개발기술
EI,건설/교통,EI09,수공시스템기술,EI0905,수리구조물설계기술
EI,건설/교통,EI09,수공시스템기술,EI0906,하천설계기술
EI,건설/교통,EI09,수공시스템기술,EI0907,생태수리/수문기술
EI,건설/교통,EI09,수공시스템기술,EI0999,달리 분류되지 않는 수공시스템기술
EI,건설/교통,EI10,물류기술,EI1001,물류운송기술
EI,건설/교통,EI10,물류기술,EI1002,보관기술
EI,건설/교통,EI10,물류기술,EI1003,하역기술
EI,건설/교통,EI10,물류기술,EI1004,물류정보화기술
EI,건설/교통,EI10,물류기술,EI1005,물류시스템 운용기술
EI,건설/교통,EI10,물류기술,EI1006,교통수단별 물류운용기술
EI,건설/교통,EI10,물류기술,EI1007,물류 표준화기술
EI,건설/교통,EI10,물류기술,EI1099,달리 분류되지 않는 물류기술
EI,건설/교통,EI11,시설물 안전/유지관리 기술,EI1101,시설물 점검/진단기술
EI,건설/교통,EI11,시설물 안전/유지관리 기술,EI1102,구조물 보수/보강기술
EI,건설/교통,EI11,시설물 안전/유지관리 기술,EI1103,시설물 해체/복구기술
EI,건설/교통,EI11,시설물 안전/유지관리 기술,EI1104,시설물 소방안전관리기술
EI,건설/교통,EI11,시설물 안전/유지관리 기술,EI1105,자연재해 저감기술
EI,건설/교통,EI11,시설물 안전/유지관리 기술,EI1199,달리 분류되지 않는 시설물안전/유지관리 기술
EI,건설/교통,EI12,건설 환경설비 기술,EI1201,상/하수도 시스템 설계/시공/관리기술
EI,건설/교통,EI12,건설 환경설비 기술,EI1202,건축/도시환경 시스템 정보화기술
EI,건설/교통,EI12,건설 환경설비 기술,EI1203,건축환경/설비기술
EI,건설/교통,EI12,건설 환경설비 기술,EI1204,친환경건축물 설계/시공/관리기술
EI,건설/교통,EI12,건설 환경설비 기술,EI1205,친환경 토목시설물 설계/시공/관리기술
EI,건설/교통,EI12,건설 환경설비 기술,EI1206,건물일체형 신재생에너지설비 설계/시공/관리기술
EI,건설/교통,EI12,건설 환경설비 기술,EI1207,시설물 소음진동 제어/관리기술
EI,건설/교통,EI12,건설 환경설비 기술,EI1299,달리 분류되지 않는 건설환경설비기술
EI,건설/교통,EI99,기타 건설/교통,EI9999,달리 분류되지 않는 건설/교통
HF,인문학,HF01,역사학,HF0101,사학이론/사학사
HF,인문학,HF01,역사학,HF0102,사상사
HF,인문학,HF01,역사학,HF0103,정치사
HF,인문학,HF01,역사학,HF0104,경제사
HF,인문학,HF01,역사학,HF0105,사회사
HF,인문학,HF01,역사학,HF0106,문화사
HF,인문학,HF01,역사학,HF0107,국제관계사
HF,인문학,HF01,역사학,HF0108,군사사
HF,인문학,HF01,역사학,HF0109,여성사
HF,인문학,HF01,역사학,HF0110,비교사
HF,인문학,HF01,역사학,HF0111,도시사
HF,인문학,HF01,역사학,HF0112,역사교육
HF,인문학,HF01,역사학,HF0113,한국고대사
HF,인문학,HF01,역사학,HF0114,고려시대사
HF,인문학,HF01,역사학,HF0115,조선전기사
HF,인문학,HF01,역사학,HF0116,조선후기사
HF,인문학,HF01,역사학,HF0117,한국근대사
HF,인문학,HF01,역사학,HF0118,한국현대사
HF,인문학,HF01,역사학,HF0119,한국지역사
HF,인문학,HF01,역사학,HF0120,중국고대사
HF,인문학,HF01,역사학,HF0121,중국중세사1(위진수당)
HF,인문학,HF01,역사학,HF0122,중국중세사2(송요금원)
HF,인문학,HF01,역사학,HF0123,중국근세사(명청)
HF,인문학,HF01,역사학,HF0124,중국근대사
HF,인문학,HF01,역사학,HF0125,중국현대사
HF,인문학,HF01,역사학,HF0126,일본고대사
HF,인문학,HF01,역사학,HF0127,일본중세사
HF,인문학,HF01,역사학,HF0128,일본근세사
HF,인문학,HF01,역사학,HF0129,일본근현대사
HF,인문학,HF01,역사학,HF0130,동남아시아사(인도사 등)
HF,인문학,HF01,역사학,HF0131,서아시아/중앙아시아사(중동사 등)
HF,인문학,HF01,역사학,HF0132,서양사학사
HF,인문학,HF01,역사학,HF0133,서양사상사
HF,인문학,HF01,역사학,HF0134,서양고대사
HF,인문학,HF01,역사학,HF0135,서양중세사
HF,인문학,HF01,역사학,HF0136,서양근대사
HF,인문학,HF01,역사학,HF0137,서양현대사
HF,인문학,HF01,역사학,HF0138,미국사
HF,인문학,HF01,역사학,HF0139,영국사
HF,인문학,HF01,역사학,HF0140,프랑스사
HF,인문학,HF01,역사학,HF0141,독일사
HF,인문학,HF01,역사학,HF0142,러시아사
HF,인문학,HF01,역사학,HF0143,이베로/라틴아메리카사
HF,인문학,HF01,역사학,HF0144,기타 유럽사
HF,인문학,HF01,역사학,HF0145,고고학이론
HF,인문학,HF01,역사학,HF0146,한국선사고고학
HF,인문학,HF01,역사학,HF0147,한국역사고고학
HF,인문학,HF01,역사학,HF0148,동양고고학
HF,인문학,HF01,역사학,HF0149,서양고고학
HF,인문학,HF01,역사학,HF0150,미술사이론
HF,인문학,HF01,역사학,HF0151,한국미술사
HF,인문학,HF01,역사학,HF0152,동양미술사
HF,인문학,HF01,역사학,HF0153,서양미술사
HF,인문학,HF01,역사학,HF0154,사회민속
HF,인문학,HF01,역사학,HF0155,신앙민속
HF,인문학,HF01,역사학,HF0156,구전민속
HF,인문학,HF01,역사학,HF0157,예술민속
HF,인문학,HF01,역사학,HF0158,물질민속
HF,인문학,HF01,역사학,HF0199,달리 분류되지 않는 역사학
HF,인문학,HF02,철학,HF0201,철학방법론
HF,인문학,HF02,철학,HF0202,형이상학
HF,인문학,HF02,철학,HF0203,인식론
HF,인문학,HF02,철학,HF0204,논리학/논리철학
HF,인문학,HF02,철학,HF0205,도덕철학
HF,인문학,HF02,철학,HF0206,철학적 인간학
HF,인문학,HF02,철학,HF0207,철학사
HF,인문학,HF02,철학,HF0208,정치/사회철학
HF,인문학,HF02,철학,HF0209,언어철학
HF,인문학,HF02,철학,HF0210,심리철학
HF,인문학,HF02,철학,HF0211,과학/기술철학
HF,인문학,HF02,철학,HF0212,문화철학
HF,인문학,HF02,철학,HF0213,여성철학
HF,인문학,HF02,철학,HF0214,역사철학
HF,인문학,HF02,철학,HF0215,동서비교철학
HF,인문학,HF02,철학,HF0216,한국불교철학
HF,인문학,HF02,철학,HF0217,한국유가철학
HF,인문학,HF02,철학,HF0218,한국도가철학
HF,인문학,HF02,철학,HF0219,한국근대철학
HF,인문학,HF02,철학,HF0220,한국현대철학
HF,인문학,HF02,철학,HF0221,동양철학사
HF,인문학,HF02,철학,HF0222,유가철학
HF,인문학,HF02,철학,HF0223,도가철학
HF,인문학,HF02,철학,HF0224,인도철학
HF,인문학,HF02,철학,HF0225,일본철학
HF,인문학,HF02,철학,HF0226,불교철학
HF,인문학,HF02,철학,HF0227,이슬람철학
HF,인문학,HF02,철학,HF0228,서양고대철학
HF,인문학,HF02,철학,HF0229,서양중세철학
HF,인문학,HF02,철학,HF0230,영국근대철학
HF,인문학,HF02,철학,HF0231,프랑스근대철학
HF,인문학,HF02,철학,HF0232,독일근대철학
HF,인문학,HF02,철학,HF0233,영미현대철학
HF,인문학,HF02,철학,HF0234,유럽현대철학(현상학/해석학 등)
HF,인문학,HF02,철학,HF0235,분석철학
HF,인문학,HF02,철학,HF0236,동양미학
HF,인문학,HF02,철학,HF0237,서양미학
HF,인문학,HF02,철학,HF0238,현대미학
HF,인문학,HF02,철학,HF0239,응용미학
HF,인문학,HF02,철학,HF0240,비교미학
HF,인문학,HF02,철학,HF0241,미학사
HF,인문학,HF02,철학,HF0242,예술과학
HF,인문학,HF02,철학,HF0243,예술철학
HF,인문학,HF02,철학,HF0244,예술사
HF,인문학,HF02,철학,HF0245,예술비평
HF,인문학,HF02,철학,HF0246,규범윤리
HF,인문학,HF02,철학,HF0247,응용윤리
HF,인문학,HF02,철학,HF0299,달리 분류되지 않는 철학
HF,인문학,HF03,종교학,HF0301,비교종교학
HF,인문학,HF03,종교학,HF0302,종교현상학
HF,인문학,HF03,종교학,HF0303,종교철학
HF,인문학,HF03,종교학,HF0304,종교심리학
HF,인문학,HF03,종교학,HF0305,종교사회학
HF,인문학,HF03,종교학,HF0306,종교인류학
HF,인문학,HF03,종교학,HF0307,종교교육학
HF,인문학,HF03,종교학,HF0308,종교윤리학
HF,인문학,HF03,종교학,HF0309,신화/의례
HF,인문학,HF03,종교학,HF0310,한국종교일반
HF,인문학,HF03,종교학,HF0311,한국종교사
HF,인문학,HF03,종교학,HF0312,무속/민속종교
HF,인문학,HF03,종교학,HF0313,한국신종교
HF,인문학,HF03,종교학,HF0399,달리 분류되지 않는 종교학
HF,인문학,HF04,가톨릭신학,HF0401,기독교신학
HF,인문학,HF04,가톨릭신학,HF0499,달리 분류되지 않는 기독교신학
HF,인문학,HF05,가톨릭신학,HF0501,가톨릭신학
HF,인문학,HF05,가톨릭신학,HF0599,달리 분류되지 않는 가톨릭신학
HF,인문학,HF06,유교학,HF0601,유교
HF,인문학,HF06,유교학,HF0699,달리 분류되지 않는 유교학
HF,인문학,HF07,불교학,HF0701,불교
HF,인문학,HF07,불교학,HF0799,달리 분류되지 않는 불교학
HF,인문학,HF08,언어학,HF0801,언어이론/언어학사
HF,인문학,HF08,언어학,HF0802,음성학(언어일반)
HF,인문학,HF08,언어학,HF0803,음운론(언어일반)
HF,인문학,HF08,언어학,HF0804,형태론(언어일반)
HF,인문학,HF08,언어학,HF0805,통사론(언어일반)
HF,인문학,HF08,언어학,HF0806,의미론(언어일반)
HF,인문학,HF08,언어학,HF0807,화용론(언어일반)
HF,인문학,HF08,언어학,HF0808,기호
HF,인문학,HF08,언어학,HF0809,텍스트언어
HF,인문학,HF08,언어학,HF0810,코퍼스
HF,인문학,HF08,언어학,HF0811,사전
HF,인문학,HF08,언어학,HF0812,역사/비교언어
HF,인문학,HF08,언어학,HF0813,사회언어
HF,인문학,HF08,언어학,HF0814,인지언어
HF,인문학,HF08,언어학,HF0815,응용언어
HF,인문학,HF08,언어학,HF0816,전산언어
HF,인문학,HF08,언어학,HF0817,심리언어
HF,인문학,HF08,언어학,HF0818,대조언어
HF,인문학,HF08,언어학,HF0819,언어인식
HF,인문학,HF08,언어학,HF0820,언어습득
HF,인문학,HF08,언어학,HF0821,언어교육
HF,인문학,HF08,언어학,HF0899,달리 분류되지 않는 언어학
HF,인문학,HF09,사전학,HF0999,달리 분류되지 않는 사전학
HF,인문학,HF10,통역번역학,HF1001,통역
HF,인문학,HF10,통역번역학,HF1002,번역
HF,인문학,HF10,통역번역학,HF1099,달리 분류되지 않는 통역번역학
HF,인문학,HF11,문학,HF1101,문학이론/문학사
HF,인문학,HF11,문학,HF1102,문예창작
HF,인문학,HF11,문학,HF1103,작가
HF,인문학,HF11,문학,HF1104,비교문학
HF,인문학,HF11,문학,HF1105,운문
HF,인문학,HF11,문학,HF1106,산문
HF,인문학,HF11,문학,HF1107,소설
HF,인문학,HF11,문학,HF1108,평론
HF,인문학,HF11,문학,HF1109,희곡
HF,인문학,HF11,문학,HF1110,구비문학
HF,인문학,HF11,문학,HF1111,아동문학
HF,인문학,HF11,문학,HF1112,영상문학
HF,인문학,HF11,문학,HF1113,번역문학
HF,인문학,HF11,문학,HF1114,문학과 성/젠더
HF,인문학,HF11,문학,HF1115,문학교육
HF,인문학,HF11,문학,HF1199,달리 분류되지 않는 문학
HF,인문학,HF12,한국어와 문학,HF1201,음성학(국어)
HF,인문학,HF12,한국어와 문학,HF1202,음운론(국어)
HF,인문학,HF12,한국어와 문학,HF1203,형태론(국어)
HF,인문학,HF12,한국어와 문학,HF1204,통사론(국어)
HF,인문학,HF12,한국어와 문학,HF1205,어휘론(국어)
HF,인문학,HF12,한국어와 문학,HF1206,화용론(국어)
HF,인문학,HF12,한국어와 문학,HF1207,의미론(국어)
HF,인문학,HF12,한국어와 문학,HF1208,국어사/국어학사
HF,인문학,HF12,한국어와 문학,HF1209,문자(국어)
HF,인문학,HF12,한국어와 문학,HF1210,방언(국어)
HF,인문학,HF12,한국어와 문학,HF1211,계통론(국어)
HF,인문학,HF12,한국어와 문학,HF1212,텍스트언어(국어)
HF,인문학,HF12,한국어와 문학,HF1213,국어정책
HF,인문학,HF12,한국어와 문학,HF1214,국어사전
HF,인문학,HF12,한국어와 문학,HF1215,응용국어
HF,인문학,HF12,한국어와 문학,HF1216,국어정보학
HF,인문학,HF12,한국어와 문학,HF1217,국어교육
HF,인문학,HF12,한국어와 문학,HF1218,국문학사
HF,인문학,HF12,한국어와 문학,HF1219,고전산문
HF,인문학,HF12,한국어와 문학,HF1220,고전시가
HF,인문학,HF12,한국어와 문학,HF1221,고전비평
HF,인문학,HF12,한국어와 문학,HF1222,구비문학(국문학)
HF,인문학,HF12,한국어와 문학,HF1223,현대소설(국문학)
HF,인문학,HF12,한국어와 문학,HF1224,현대시(국문학)
HF,인문학,HF12,한국어와 문학,HF1225,현대희곡(국문학)
HF,인문학,HF12,한국어와 문학,HF1226,비교문학(국문학)
HF,인문학,HF12,한국어와 문학,HF1227,문학비평(국문학)
HF,인문학,HF12,한국어와 문학,HF1228,국문학과 성/젠더
HF,인문학,HF12,한국어와 문학,HF1229,문화론(국문학)
HF,인문학,HF12,한국어와 문학,HF1230,작문
HF,인문학,HF12,한국어와 문학,HF1231,한시
HF,인문학,HF12,한국어와 문학,HF1232,한문산문
HF,인문학,HF12,한국어와 문학,HF1233,한문소설
HF,인문학,HF12,한국어와 문학,HF1234,한문비평
HF,인문학,HF12,한국어와 문학,HF1235,한국경학
HF,인문학,HF12,한국어와 문학,HF1236,한자학어학
HF,인문학,HF12,한국어와 문학,HF1237,한국서예학
HF,인문학,HF12,한국어와 문학,HF1238,한문교육
HF,인문학,HF12,한국어와 문학,HF1299,달리 분류되지 않는 한국어와 문학
HF,인문학,HF13,중국어와 문학,HF1301,음성/음운론(중국어)
HF,인문학,HF13,중국어와 문학,HF1302,성운학(중국어)
HF,인문학,HF13,중국어와 문학,HF1303,어휘학(중국어)
HF,인문학,HF13,중국어와 문학,HF1304,의미론(중국어)
HF,인문학,HF13,중국어와 문학,HF1305,통사론(중국어)
HF,인문학,HF13,중국어와 문학,HF1306,고문자(중국어)
HF,인문학,HF13,중국어와 문학,HF1307,일반문자(중국어)
HF,인문학,HF13,중국어와 문학,HF1308,응용언어(중국어)
HF,인문학,HF13,중국어와 문학,HF1309,중국어사
HF,인문학,HF13,중국어와 문학,HF1310,중국어교육
HF,인문학,HF13,중국어와 문학,HF1311,중국산문
HF,인문학,HF13,중국어와 문학,HF1312,중국시
HF,인문학,HF13,중국어와 문학,HF1313,중국희곡
HF,인문학,HF13,중국어와 문학,HF1314,중국고전문학
HF,인문학,HF13,중국어와 문학,HF1315,중국소설
HF,인문학,HF13,중국어와 문학,HF1316,사곡
HF,인문학,HF13,중국어와 문학,HF1317,중국현대문학
HF,인문학,HF13,중국어와 문학,HF1318,문학비평(중문학)
HF,인문학,HF13,중국어와 문학,HF1319,비교문학(중문학)
HF,인문학,HF13,중국어와 문학,HF1320,경학(중문학)
HF,인문학,HF13,중국어와 문학,HF1321,중국문화
HF,인문학,HF13,중국어와 문학,HF1322,중국서지학
HF,인문학,HF13,중국어와 문학,HF1323,중국서예학
HF,인문학,HF13,중국어와 문학,HF1399,달리 분류되지 않는 중국어와 문학
HF,인문학,HF14,일본어와 문학,HF1401,음성/음운론(일본어)
HF,인문학,HF14,일본어와 문학,HF1402,형태론(일본어)
HF,인문학,HF14,일본어와 문학,HF1403,통사론(일본어)
HF,인문학,HF14,일본어와 문학,HF1404,의미론(일본어)
HF,인문학,HF14,일본어와 문학,HF1405,화용론(일본어)
HF,인문학,HF14,일본어와 문학,HF1406,어휘론(일본어)
HF,인문학,HF14,일본어와 문학,HF1407,표현론(일본어)
HF,인문학,HF14,일본어와 문학,HF1408,응용언어(일본어)
HF,인문학,HF14,일본어와 문학,HF1409,일본어사
HF,인문학,HF14,일본어와 문학,HF1410,한일대조언어
HF,인문학,HF14,일본어와 문학,HF1411,일본어교육
HF,인문학,HF14,일본어와 문학,HF1412,일본극문학
HF,인문학,HF14,일본어와 문학,HF1413,일본문학비평
HF,인문학,HF14,일본어와 문학,HF1414,일본비교문학
HF,인문학,HF14,일본어와 문학,HF1415,일본고전산문
HF,인문학,HF14,일본어와 문학,HF1416,일본고전운문
HF,인문학,HF14,일본어와 문학,HF1417,일본근현대산문문학
